time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,cloud_cover,surface_pressure,pressure_msl,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation
2026-08-20 04:00:00,26.7,85,24.0,30.5,0.0,0.0,45,1003.2,1004.0,15.0,264,32.4,0.0,0.0,0.0
2026-08-20 05:00:00,26.9,83,23.9,30.9,0.0,0.0,40,1003.4,1004.2,13.8,263,32.0,0.0,0.0,0.0
2026-08-20 06:00:00,27.0,80,23.3,30.6,0.0,0.0,9,1003.7,1004.5,13.4,258,29.2,0.0,0.0,0.0
2026-08-20 07:00:00,27.2,78,23.1,30.8,0.0,0.0,49,1004.0,1004.8,12.9,258,28.4,28.0,3.0,25.0
2026-08-20 08:00:00,28.0,75,23.3,31.2,0.0,0.0,95,1004.2,1005.0,17.1,256,40.0,148.0,43.0,105.0
2026-08-20 09:00:00,28.6,73,23.4,31.7,0.0,0.0,97,1004.4,1005.2,17.8,256,43.6,244.0,57.0,187.0
2026-08-20 10:00:00,29.3,70,23.2,32.4,0.1,0.1,100,1004.7,1005.5,17.1,251,43.2,384.0,101.0,283.0
2026-08-20 11:00:00,29.5,69,23.2,32.6,0.2,0.2,100,1005.0,1005.8,17.2,249,42.8,423.0,87.0,336.0
2026-08-20 12:00:00,29.6,69,23.3,32.8,0.1,0.1,100,1004.9,1005.7,17.3,241,43.9,575.0,182.0,393.0
2026-08-20 13:00:00,29.6,70,23.4,32.9,0.0,0.0,59,1004.5,1005.3,16.4,235,44.3,544.0,141.0,403.0
2026-08-20 14:00:00,30.2,67,23.3,34.3,0.0,0.0,97,1003.8,1004.6,16.7,232,43.6,726.0,379.0,347.0
2026-08-20 15:00:00,29.9,68,23.3,33.4,0.1,0.1,90,1003.0,1003.8,16.4,231,43.6,609.0,268.0,341.0
2026-08-20 16:00:00,29.3,71,23.5,32.5,0.2,0.2,91,1002.7,1003.5,17.3,228,43.2,387.0,127.0,260.0
2026-08-20 17:00:00,29.0,72,23.5,32.2,0.2,0.2,82,1002.8,1003.6,17.5,233,44.6,210.0,50.0,160.0
2026-08-20 18:00:00,28.3,75,23.5,31.6,0.1,0.1,63,1003.1,1003.9,17.2,239,43.6,163.0,45.0,118.0
2026-08-20 19:00:00,27.7,79,23.7,31.2,0.1,0.1,45,1003.4,1004.2,16.6,244,41.8,39.0,4.0,35.0
2026-08-20 20:00:00,27.6,79,23.7,31.1,0.0,0.0,20,1004.0,1004.8,15.9,244,39.2,0.0,0.0,0.0
2026-08-20 21:00:00,27.3,81,23.8,30.9,0.1,0.1,26,1004.5,1005.3,15.9,242,38.2,0.0,0.0,0.0
2026-08-20 22:00:00,27.2,83,24.0,30.9,0.0,0.0,16,1004.8,1005.6,16.0,243,38.5,0.0,0.0,0.0
2026-08-20 23:00:00,27.3,82,23.9,31.2,0.0,0.0,26,1004.3,1005.1,13.8,244,36.7,0.0,0.0,0.0
2026-08-21 00:00:00,27.0,83,23.8,31.2,0.0,0.0,48,1004.3,1005.1,12.4,248,29.2,0.0,0.0,0.0
2026-08-21 01:00:00,26.8,84,24.0,31.0,0.0,0.0,68,1003.7,1004.5,12.6,253,27.0,0.0,0.0,0.0
2026-08-21 02:00:00,26.8,85,24.0,31.0,0.0,0.0,69,1003.2,1004.0,12.8,254,27.7,0.0,0.0,0.0
2026-08-21 03:00:00,26.7,85,24.1,31.0,0.0,0.0,79,1002.9,1003.7,12.6,253,27.4,0.0,0.0,0.0
2026-08-21 04:00:00,26.6,86,24.2,30.8,0.0,0.0,78,1002.8,1003.6,13.6,253,28.4,0.0,0.0,0.0
2026-08-21 05:00:00,26.8,85,24.2,31.0,0.0,0.0,45,1003.1,1003.9,14.0,258,29.2,0.0,0.0,0.0
2026-08-21 06:00:00,26.8,86,24.2,31.0,0.0,0.0,91,1003.6,1004.4,13.5,260,29.9,0.0,0.0,0.0
2026-08-21 07:00:00,27.1,84,24.2,31.4,0.0,0.0,91,1004.1,1004.9,12.8,261,29.2,20.0,0.0,20.0
2026-08-21 08:00:00,27.8,79,23.8,31.7,0.0,0.0,98,1004.5,1005.3,14.4,260,35.3,125.0,23.0,102.0
2026-08-21 09:00:00,28.7,74,23.5,32.1,0.0,0.0,100,1004.9,1005.7,15.7,253,38.9,240.0,47.0,193.0
2026-08-21 10:00:00,28.9,74,23.7,32.4,0.1,0.1,100,1004.9,1005.7,16.4,245,40.7,297.0,43.0,254.0
2026-08-21 11:00:00,29.6,70,23.6,32.8,0.1,0.1,100,1005.0,1005.8,17.8,242,43.2,395.0,91.0,304.0
2026-08-21 12:00:00,29.3,71,23.6,32.6,0.1,0.1,100,1004.5,1005.3,17.2,242,44.3,463.0,144.0,319.0
2026-08-21 13:00:00,29.4,71,23.5,32.7,0.1,0.1,98,1003.9,1004.7,16.6,241,43.2,441.0,77.0,364.0
2026-08-21 14:00:00,29.9,70,23.8,33.4,0.1,0.1,86,1003.3,1004.1,17.5,238,44.6,587.0,187.0,400.0
2026-08-21 15:00:00,29.8,70,23.7,33.4,0.0,0.0,54,1002.6,1003.4,17.9,238,45.4,610.0,274.0,336.0
2026-08-21 16:00:00,29.5,70,23.6,32.7,0.1,0.1,92,1001.9,1002.7,18.0,241,46.4,541.0,291.0,250.0
2026-08-21 17:00:00,28.5,73,23.3,31.6,0.2,0.2,100,1002.3,1003.1,17.4,246,45.7,244.0,70.0,174.0
2026-08-21 18:00:00,28.1,75,23.2,31.4,0.0,0.0,95,1002.4,1003.2,15.5,247,41.8,109.0,14.0,95.0
2026-08-21 19:00:00,27.5,78,23.4,31.0,0.0,0.0,100,1002.7,1003.5,15.3,240,37.8,26.0,2.0,24.0
2026-08-21 20:00:00,27.2,82,23.9,31.0,0.0,0.0,20,1002.9,1003.7,15.4,236,36.0,0.0,0.0,0.0
2026-08-21 21:00:00,26.9,84,24.0,30.8,0.0,0.0,21,1003.4,1004.2,15.1,235,38.9,0.0,0.0,0.0
2026-08-21 22:00:00,26.8,85,24.0,30.7,0.0,0.0,19,1003.8,1004.6,15.2,237,32.8,0.0,0.0,0.0
2026-08-21 23:00:00,27.1,81,23.6,30.8,0.0,0.0,45,1003.6,1004.4,14.2,244,33.5,0.0,0.0,0.0
2026-08-22 00:00:00,26.9,82,23.5,30.6,0.0,0.0,31,1003.3,1004.1,13.7,253,30.6,0.0,0.0,0.0
2026-08-22 01:00:00,26.8,83,23.6,30.7,0.0,0.0,84,1003.0,1003.8,13.4,256,29.2,0.0,0.0,0.0
2026-08-22 02:00:00,26.7,84,23.7,30.6,0.0,0.0,55,1002.7,1003.5,13.9,253,29.5,0.0,0.0,0.0
2026-08-22 03:00:00,26.6,84,23.7,30.4,0.0,0.0,49,1002.6,1003.4,14.4,250,30.6,0.0,0.0,0.0
2026-08-22 04:00:00,26.4,86,23.8,30.1,0.0,0.0,34,1002.5,1003.3,15.0,251,31.7,0.0,0.0,0.0
2026-08-22 05:00:00,26.5,88,24.4,30.7,0.1,0.1,38,1002.3,1003.1,14.6,254,32.8,0.0,0.0,0.0
2026-08-22 06:00:00,26.4,87,24.1,30.5,0.0,0.0,74,1002.8,1003.6,13.8,254,31.0,0.0,0.0,0.0
2026-08-22 07:00:00,26.8,85,24.0,31.1,0.0,0.0,70,1003.5,1004.3,12.4,253,28.8,22.0,0.0,22.0
2026-08-22 08:00:00,27.4,81,23.9,31.0,0.1,0.1,100,1003.9,1004.7,16.8,251,38.9,135.0,35.0,100.0
2026-08-22 09:00:00,27.9,78,23.8,31.2,0.1,0.1,98,1004.3,1005.1,18.6,247,43.2,192.0,29.0,163.0
2026-08-22 10:00:00,28.8,74,23.6,31.7,0.1,0.1,90,1004.3,1005.1,19.5,251,47.2,286.0,53.0,233.0
2026-08-22 11:00:00,28.9,72,23.4,31.6,0.1,0.1,100,1004.0,1004.8,20.6,254,49.3,525.0,150.0,375.0
2026-08-22 12:00:00,29.4,70,23.3,32.2,0.1,0.1,100,1003.4,1004.2,19.5,256,50.0,464.0,102.0,362.0
2026-08-22 13:00:00,30.1,65,22.9,33.0,0.0,0.0,95,1002.7,1003.5,18.4,252,47.5,582.0,213.0,369.0
2026-08-22 14:00:00,30.1,66,23.0,33.5,0.0,0.0,98,1002.3,1003.1,18.5,248,47.5,667.0,309.0,358.0
2026-08-22 15:00:00,29.2,71,23.4,32.2,0.1,0.1,96,1001.5,1002.3,18.1,242,46.4,385.0,90.0,295.0
2026-08-22 16:00:00,29.0,72,23.5,32.2,0.2,0.2,91,1001.0,1001.8,18.1,237,44.6,325.0,87.0,238.0
2026-08-22 17:00:00,28.5,74,23.5,31.6,0.1,0.1,91,1001.1,1001.9,18.4,238,45.4,245.0,66.0,179.0
2026-08-22 18:00:00,28.0,76,23.5,31.1,0.0,0.0,32,1000.9,1001.7,18.1,237,43.9,125.0,25.0,100.0
2026-08-22 19:00:00,27.3,81,23.7,30.7,0.0,0.0,38,1001.0,1001.8,17.0,233,46.1,38.0,5.0,33.0
2026-08-22 20:00:00,27.0,83,23.9,30.7,0.0,0.0,16,1001.6,1002.4,15.7,233,37.4,0.0,0.0,0.0
2026-08-22 21:00:00,26.9,84,23.9,30.9,0.0,0.0,35,1002.2,1003.0,13.8,233,33.5,0.0,0.0,0.0
2026-08-22 22:00:00,26.8,85,24.1,30.9,0.0,0.0,30,1002.8,1003.6,14.5,232,31.0,0.0,0.0,0.0
2026-08-22 23:00:00,26.9,85,24.1,30.9,0.0,0.0,31,1002.6,1003.4,14.6,240,31.3,0.0,0.0,0.0
2026-08-23 00:00:00,26.7,86,24.1,30.8,0.0,0.0,28,1002.4,1003.2,13.7,242,30.6,0.0,0.0,0.0
2026-08-23 01:00:00,26.5,87,24.2,30.7,0.0,0.0,32,1002.0,1002.8,13.3,238,28.8,0.0,0.0,0.0
2026-08-23 02:00:00,26.4,88,24.2,30.7,0.0,0.0,80,1001.6,1002.4,13.0,241,28.1,0.0,0.0,0.0
2026-08-23 03:00:00,26.5,87,24.2,30.8,0.0,0.0,43,1001.1,1001.9,13.0,246,28.1,0.0,0.0,0.0
2026-08-23 04:00:00,26.4,88,24.3,30.8,0.0,0.0,95,1000.8,1001.6,12.7,249,28.1,0.0,0.0,0.0
2026-08-23 05:00:00,26.5,88,24.3,30.7,0.0,0.0,96,1001.1,1001.9,14.0,247,26.6,0.0,0.0,0.0
2026-08-23 06:00:00,26.5,88,24.3,30.6,0.0,0.0,87,1001.2,1002.0,14.5,249,30.6,0.0,0.0,0.0
2026-08-23 07:00:00,26.6,87,24.3,30.7,0.0,0.0,69,1002.0,1002.8,14.6,252,31.3,19.0,1.0,18.0
2026-08-23 08:00:00,27.2,83,24.1,31.1,0.0,0.0,95,1002.6,1003.4,15.3,251,37.8,120.0,22.0,98.0
2026-08-23 09:00:00,28.1,78,23.9,32.0,0.0,0.0,100,1003.0,1003.8,14.7,245,36.7,267.0,71.0,196.0
2026-08-23 10:00:00,28.5,76,23.9,32.4,0.1,0.1,100,1003.4,1004.2,14.5,238,36.7,328.0,75.0,253.0
2026-08-23 11:00:00,28.6,74,23.6,32.1,0.2,0.2,100,1003.9,1004.7,15.3,242,37.8,397.0,80.0,317.0
2026-08-23 12:00:00,29.2,72,23.5,32.7,0.1,0.1,100,1003.6,1004.4,15.1,241,38.9,495.0,111.0,384.0
2026-08-23 13:00:00,29.2,72,23.7,33.0,0.1,0.1,99,1003.0,1003.8,14.3,231,37.8,516.0,148.0,368.0
2026-08-23 14:00:00,28.9,74,23.9,32.8,0.0,0.0,98,1002.6,1003.4,14.7,222,37.8,456.0,111.0,345.0
2026-08-23 15:00:00,28.7,75,23.8,32.7,0.0,0.0,92,1002.0,1002.8,13.6,223,37.4,419.0,89.0,330.0
2026-08-23 16:00:00,28.6,75,23.8,32.6,0.0,0.0,95,1001.8,1002.6,13.5,216,35.6,358.0,103.0,255.0
2026-08-23 17:00:00,28.3,77,23.9,32.5,0.0,0.0,95,1001.6,1002.4,12.3,214,34.9,245.0,58.0,187.0
2026-08-23 18:00:00,27.9,78,23.8,32.0,0.0,0.0,98,1002.0,1002.8,12.0,206,31.7,102.0,10.0,92.0
2026-08-23 19:00:00,27.4,81,23.9,31.6,0.0,0.0,35,1002.3,1003.1,12.1,207,32.0,30.0,2.0,28.0
2026-08-23 20:00:00,26.8,85,24.1,31.3,0.0,0.0,2,1003.0,1003.8,11.3,219,27.4,0.0,0.0,0.0
2026-08-23 21:00:00,26.7,86,24.1,31.4,0.0,0.0,19,1003.8,1004.6,10.2,228,24.1,0.0,0.0,0.0
2026-08-23 22:00:00,26.7,86,24.2,31.6,0.0,0.0,21,1004.6,1005.4,8.8,229,20.9,0.0,0.0,0.0
2026-08-23 23:00:00,27.3,83,24.2,32.3,0.0,0.0,100,1004.4,1005.2,7.9,225,18.0,0.0,0.0,0.0
2026-08-24 00:00:00,26.9,86,24.3,32.1,0.0,0.0,96,1004.2,1005.0,7.7,217,16.9,0.0,0.0,0.0
2026-08-24 01:00:00,26.6,88,24.5,31.7,0.0,0.0,30,1003.8,1004.6,8.2,221,16.6,0.0,0.0,0.0
2026-08-24 02:00:00,26.3,89,24.4,31.3,0.0,0.0,5,1003.4,1004.2,8.8,223,18.0,0.0,0.0,0.0
2026-08-24 03:00:00,26.2,90,24.4,31.2,0.0,0.0,24,1003.3,1004.1,8.6,231,18.0,0.0,0.0,0.0
2026-08-24 04:00:00,26.1,90,24.3,31.3,0.0,0.0,93,1003.4,1004.2,7.6,239,17.3,0.0,0.0,0.0
2026-08-24 05:00:00,26.2,90,24.5,31.5,0.0,0.0,30,1003.9,1004.7,7.7,258,15.1,0.0,0.0,0.0
2026-08-24 06:00:00,26.1,91,24.6,31.5,0.0,0.0,2,1003.9,1004.7,6.8,258,15.5,0.0,0.0,0.0
2026-08-24 07:00:00,26.3,91,24.7,31.9,0.0,0.0,10,1004.3,1005.1,6.4,278,13.0,27.0,2.0,25.0
2026-08-24 08:00:00,27.6,83,24.4,32.7,0.0,0.0,25,1004.6,1005.4,8.1,270,20.9,160.0,55.0,105.0
2026-08-24 09:00:00,28.9,75,24.0,33.7,0.0,0.0,37,1004.6,1005.4,8.3,256,22.3,339.0,168.0,171.0
2026-08-24 10:00:00,29.9,70,23.9,34.7,0.0,0.0,96,1004.6,1005.4,8.8,244,24.8,497.0,261.0,236.0
2026-08-24 11:00:00,29.9,72,24.4,35.0,0.0,0.0,100,1005.0,1005.8,10.4,247,26.6,599.0,274.0,325.0
2026-08-24 12:00:00,30.2,72,24.5,35.0,0.0,0.0,93,1004.4,1005.2,10.8,242,29.5,533.0,176.0,357.0
2026-08-24 13:00:00,30.5,71,24.6,35.7,0.0,0.0,95,1003.9,1004.7,11.2,222,31.0,635.0,222.0,413.0
2026-08-24 14:00:00,30.1,73,24.7,35.3,0.0,0.0,43,1003.9,1004.7,12.6,216,34.6,645.0,237.0,408.0
2026-08-24 15:00:00,30.0,74,24.7,35.3,0.0,0.0,45,1003.1,1003.9,12.6,218,35.3,663.0,380.0,283.0
2026-08-24 16:00:00,29.5,75,24.7,34.2,0.0,0.0,44,1002.8,1003.6,12.0,213,34.2,551.0,322.0,229.0
2026-08-24 17:00:00,29.3,72,23.7,33.5,0.0,0.0,2,1002.7,1003.5,12.0,235,32.4,370.0,188.0,182.0
2026-08-24 18:00:00,28.3,78,24.1,32.8,0.0,0.0,2,1002.8,1003.6,11.1,240,31.3,196.0,82.0,114.0
2026-08-24 19:00:00,27.6,82,24.3,32.3,0.0,0.0,7,1003.5,1004.3,10.2,229,27.7,41.0,6.0,35.0
2026-08-24 20:00:00,27.4,84,24.5,31.8,0.0,0.0,8,1004.2,1005.0,13.0,221,32.4,0.0,0.0,0.0
2026-08-24 21:00:00,27.0,87,24.6,31.6,0.0,0.0,15,1004.5,1005.3,12.5,219,32.8,0.0,0.0,0.0
2026-08-24 22:00:00,26.9,87,24.6,31.5,0.0,0.0,19,1005.0,1005.8,12.6,222,31.7,0.0,0.0,0.0
2026-08-24 23:00:00,26.9,87,24.6,31.8,0.0,0.0,26,1005.7,1006.5,10.7,240,27.0,0.0,0.0,0.0
2026-08-25 00:00:00,26.8,87,24.4,31.6,0.0,0.0,23,1005.7,1006.5,10.3,243,22.7,0.0,0.0,0.0
2026-08-25 01:00:00,26.6,87,24.3,31.4,0.0,0.0,28,1005.2,1006.0,10.2,247,22.0,0.0,0.0,0.0
2026-08-25 02:00:00,26.4,89,24.4,31.2,0.0,0.0,40,1004.8,1005.6,10.0,249,21.6,0.0,0.0,0.0
2026-08-25 03:00:00,26.3,89,24.4,31.1,0.0,0.0,62,1004.1,1004.9,9.9,245,21.2,0.0,0.0,0.0
2026-08-25 04:00:00,26.2,89,24.3,31.2,0.0,0.0,55,1003.8,1004.6,8.7,252,20.9,0.0,0.0,0.0
2026-08-25 05:00:00,26.1,90,24.4,31.3,0.0,0.0,13,1003.9,1004.7,7.9,259,17.6,0.0,0.0,0.0
2026-08-25 06:00:00,26.1,90,24.4,31.3,0.0,0.0,7,1004.4,1005.2,7.3,260,16.2,0.0,0.0,0.0
2026-08-25 07:00:00,26.4,88,24.3,31.6,0.0,0.0,5,1004.6,1005.4,7.1,255,15.5,26.0,2.0,24.0
2026-08-25 08:00:00,27.5,81,24.0,32.2,0.0,0.0,19,1005.1,1005.9,8.7,256,22.7,164.0,61.0,103.0
2026-08-25 09:00:00,28.7,74,23.6,33.2,0.0,0.0,23,1005.2,1006.0,9.0,247,25.2,355.0,186.0,169.0
2026-08-25 10:00:00,29.7,68,23.2,33.9,0.0,0.0,94,1005.0,1005.8,9.8,238,27.7,542.0,327.0,215.0
2026-08-25 11:00:00,30.0,68,23.4,34.3,0.0,0.0,100,1005.5,1006.3,12.5,233,32.4,628.0,317.0,311.0
2026-08-25 12:00:00,29.7,70,23.5,33.5,0.0,0.0,99,1005.4,1006.2,13.4,231,35.6,536.0,149.0,387.0
2026-08-25 13:00:00,29.7,70,23.6,33.9,0.0,0.0,22,1004.8,1005.6,13.8,227,37.4,616.0,226.0,390.0
2026-08-25 14:00:00,30.2,67,23.4,35.2,0.0,0.0,26,1004.2,1005.0,14.4,228,39.2,820.0,541.0,279.0
2026-08-25 15:00:00,29.8,68,23.2,34.1,0.0,0.0,58,1003.8,1004.6,14.8,225,39.6,707.0,453.0,254.0
2026-08-25 16:00:00,29.2,71,23.3,32.6,0.0,0.0,59,1003.5,1004.3,15.0,227,40.0,521.0,278.0,243.0
2026-08-25 17:00:00,29.1,69,23.0,32.6,0.0,0.0,18,1003.8,1004.6,13.4,238,39.6,348.0,164.0,184.0
2026-08-25 18:00:00,28.3,73,22.9,31.8,0.0,0.0,23,1003.9,1004.7,12.7,234,34.9,187.0,72.0,115.0
2026-08-25 19:00:00,27.8,74,22.8,31.2,0.0,0.0,43,1004.4,1005.2,12.9,235,32.8,38.0,6.0,32.0
2026-08-25 20:00:00,27.4,76,22.9,30.9,0.0,0.0,31,1005.1,1005.9,12.9,235,32.0,0.0,0.0,0.0
2026-08-25 21:00:00,27.3,77,22.9,31.0,0.0,0.0,19,1005.7,1006.5,12.1,232,31.7,0.0,0.0,0.0
2026-08-25 22:00:00,27.2,78,23.0,30.9,0.0,0.0,16,1006.1,1006.9,12.2,232,29.2,0.0,0.0,0.0
2026-08-25 23:00:00,27.3,78,23.1,31.2,0.0,0.0,25,1005.9,1006.7,10.9,250,31.0,0.0,0.0,0.0
2026-08-26 00:00:00,27.1,80,23.3,31.2,0.0,0.0,52,1006.0,1006.8,10.3,251,23.0,0.0,0.0,0.0
2026-08-26 01:00:00,27.0,80,23.3,31.1,0.0,0.0,27,1005.6,1006.4,10.6,246,22.7,0.0,0.0,0.0
2026-08-26 02:00:00,26.8,81,23.4,30.8,0.0,0.0,36,1005.2,1006.0,11.4,251,24.1,0.0,0.0,0.0
2026-08-26 03:00:00,26.8,82,23.4,30.9,0.0,0.0,27,1005.2,1006.0,11.4,254,24.5,0.0,0.0,0.0
2026-08-26 04:00:00,26.7,82,23.4,30.7,0.0,0.0,33,1004.8,1005.6,11.0,259,23.8,0.0,0.0,0.0
2026-08-26 05:00:00,26.5,84,23.5,30.7,0.0,0.0,27,1005.0,1005.8,10.4,261,23.0,0.0,0.0,0.0
2026-08-26 06:00:00,26.4,84,23.5,30.6,0.0,0.0,34,1005.2,1006.0,11.0,259,22.7,0.0,0.0,0.0
2026-08-26 07:00:00,26.7,82,23.5,30.8,0.0,0.0,44,1005.5,1006.3,11.4,259,26.3,25.0,2.0,23.0
2026-08-26 08:00:00,27.7,77,23.2,31.4,0.0,0.0,42,1005.8,1006.6,12.9,255,31.7,144.0,41.0,103.0
2026-08-26 09:00:00,28.6,71,22.8,31.9,0.0,0.0,70,1005.9,1006.7,13.9,246,35.3,331.0,152.0,179.0
2026-08-26 10:00:00,29.4,67,22.7,32.5,0.0,0.0,100,1005.8,1006.6,14.8,249,38.2,485.0,230.0,255.0
2026-08-26 11:00:00,29.9,65,22.5,32.9,0.0,0.0,100,1006.1,1006.9,14.9,255,39.6,475.0,134.0,341.0
2026-08-26 12:00:00,30.3,63,22.6,33.3,0.0,0.0,100,1005.4,1006.2,15.9,250,41.4,563.0,172.0,391.0
2026-08-26 13:00:00,30.2,64,22.6,33.1,0.0,0.0,100,1005.0,1005.8,16.1,245,42.1,547.0,136.0,411.0
2026-08-26 14:00:00,30.4,65,23.0,34.1,0.0,0.0,77,1004.2,1005.0,16.4,241,43.2,673.0,286.0,387.0
2026-08-26 15:00:00,30.1,66,23.1,33.6,0.0,0.0,99,1003.4,1004.2,16.6,240,43.9,626.0,270.0,356.0
2026-08-26 16:00:00,29.3,70,23.2,32.5,0.0,0.0,79,1002.9,1003.7,16.5,242,43.6,449.0,190.0,259.0
2026-08-26 17:00:00,29.2,69,22.8,32.1,0.0,0.0,69,1003.2,1004.0,16.5,240,42.1,289.0,96.0,193.0
2026-08-26 18:00:00,28.3,73,22.9,31.5,0.0,0.0,88,1003.5,1004.3,15.3,238,41.8,170.0,58.0,112.0
2026-08-26 19:00:00,27.8,76,23.1,31.2,0.1,0.1,88,1003.8,1004.6,14.9,234,37.8,30.0,3.0,27.0
2026-08-26 20:00:00,27.6,77,23.1,30.9,0.1,0.1,80,1004.3,1005.1,14.9,232,36.0,0.0,0.0,0.0
2026-08-26 21:00:00,27.5,78,23.2,30.8,0.1,0.1,79,1005.0,1005.8,15.4,236,37.1,0.0,0.0,0.0
2026-08-26 22:00:00,27.2,80,23.5,30.7,0.1,0.1,80,1005.5,1006.3,15.5,244,36.7,0.0,0.0,0.0
2026-08-26 23:00:00,27.2,80,23.4,30.7,0.1,0.1,32,1005.4,1006.2,14.9,242,37.1,0.0,0.0,0.0
2026-08-27 00:00:00,26.8,82,23.4,30.5,0.0,0.0,49,1004.8,1005.6,14.1,245,32.8,0.0,0.0,0.0
2026-08-27 01:00:00,26.7,82,23.4,30.4,0.0,0.0,47,1004.9,1005.7,13.6,246,30.2,0.0,0.0,0.0
2026-08-27 02:00:00,26.4,83,23.4,30.1,0.0,0.0,83,1004.4,1005.2,14.0,248,29.9,0.0,0.0,0.0
2026-08-27 03:00:00,26.4,84,23.4,30.0,0.0,0.0,80,1004.0,1004.8,14.2,248,30.2,0.0,0.0,0.0
2026-08-27 04:00:00,26.3,85,23.6,29.9,0.0,0.0,79,1003.8,1004.6,15.4,251,32.8,0.0,0.0,0.0
2026-08-27 05:00:00,26.4,83,23.3,29.7,0.0,0.0,74,1004.0,1004.8,15.9,254,34.2,0.0,0.0,0.0
2026-08-27 06:00:00,26.3,83,23.2,29.6,0.0,0.0,59,1004.4,1005.2,15.9,258,34.9,0.0,0.0,0.0
